0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,target
0.0,0.0,0.10219225287437439,-0.08282244205474854,0.16673490405082703,-0.2003832459449768,0.19987711310386658,-0.30918651819229126,0.22207370400428772,-0.3927425444126129,0.11545124650001526,-0.2832438349723816,0.09292837977409363,-0.3458458185195923,0.07060512900352478,-0.2607729434967041,0.06667086482048035,-0.1928485631942749,0.042024165391922,-0.2684633135795593,0.008377760648727417,-0.3216075301170349,0.01352730393409729,-0.21210354566574097,0.026041358709335327,-0.13520628213882446,-0.021970748901367188,-0.24609649181365967,-0.05744490027427673,-0.2816914916038513,-0.036294013261795044,-0.18355971574783325,-0.01629498600959778,-0.11803609132766724,-0.07553324103355408,-0.22650879621505737,-0.09619918465614319,-0.25665032863616943,-0.08142611384391785,-0.19319939613342285,-0.05537816882133484,-0.14448785781860352,A
0.0,0.0,-0.08484670519828796,-0.07595759630203247,-0.11384227871894836,-0.17785340547561646,-0.10668361186981201,-0.2582448720932007,-0.11220115423202515,-0.3309606909751892,-0.029087722301483154,-0.2674309015274048,-0.10729148983955383,-0.3025527000427246,-0.12207931280136108,-0.22969532012939453,-0.11255252361297607,-0.16907256841659546,0.012325048446655273,-0.26501286029815674,-0.09120219945907593,-0.2632780075073242,-0.08616933226585388,-0.16813445091247559,-0.0620972216129303,-0.10962945222854614,0.05266880989074707,-0.2524055242538452,-0.0551491379737854,-0.24255383014678955,-0.04423078894615173,-0.14852285385131836,-0.016720086336135864,-0.09354138374328613,0.08943790197372437,-0.22996443510055542,-0.007092833518981934,-0.23791980743408203,-0.006493747234344482,-0.17800867557525635,0.020361363887786865,-0.14124852418899536,A
0.0,0.0,-0.08772379159927368,-0.06226503849029541,-0.12016144394874573,-0.16223162412643433,-0.11550268530845642,-0.24353957176208496,-0.11739006638526917,-0.3217775821685791,-0.033332765102386475,-0.25256675481796265,-0.10977840423583984,-0.28757911920547485,-0.13091105222702026,-0.21378231048583984,-0.12950903177261353,-0.15591835975646973,0.006895631551742554,-0.25101715326309204,-0.0957886278629303,-0.2641138434410095,-0.09844562411308289,-0.1587201952934265,-0.07833266258239746,-0.09367990493774414,0.049628615379333496,-0.24122107028961182,-0.060725629329681396,-0.2452872395515442,-0.05531066656112671,-0.13442212343215942,-0.02793020009994507,-0.07225942611694336,0.09562534093856812,-0.21995311975479126,-0.00714564323425293,-0.23723876476287842,-0.011458486318588257,-0.1666492223739624,0.014508575201034546,-0.12682217359542847,A
0.0,0.0,0.1133570671081543,-0.04981029033660889,0.1752752661705017,-0.16623520851135254,0.18943798542022705,-0.26603442430496216,0.21101844310760498,-0.33609431982040405,0.11943221092224121,-0.2348504662513733,0.14426618814468384,-0.299535870552063,0.12875044345855713,-0.23066949844360352,0.11176246404647827,-0.1748904585838318,0.05658423900604248,-0.23316878080368042,0.08057016134262085,-0.28967517614364624,0.07527816295623779,-0.18535691499710083,0.06428420543670654,-0.11559790372848511,-0.004223763942718506,-0.2233235239982605,0.014194130897521973,-0.2758100628852844,0.02239072322845459,-0.1689060926437378,0.02002096176147461,-0.1009061336517334,-0.06690964102745056,-0.2071170210838318,-0.04533398151397705,-0.25855666399002075,-0.031107604503631592,-0.19332003593444824,-0.026968061923980713,-0.1439555287361145,A
0.0,0.0,-0.09746316075325012,-0.06263852119445801,-0.16234642267227173,-0.19063222408294678,-0.18385550379753113,-0.3007245659828186,-0.21492433547973633,-0.3778139054775238,-0.10739612579345703,-0.26887422800064087,-0.09130245447158813,-0.3265873193740845,-0.06754806637763977,-0.241344153881073,-0.05841374397277832,-0.17480719089508057,-0.033339500427246094,-0.265508770942688,-0.01352691650390625,-0.31671977043151855,-0.007442057132720947,-0.20711565017700195,-0.014311730861663818,-0.13040345907211304,0.03126448392868042,-0.2486335039138794,0.05571937561035156,-0.28935927152633667,0.042616426944732666,-0.18413865566253662,0.021671414375305176,-0.10695099830627441,0.08720964193344116,-0.2285124659538269,0.10650813579559326,-0.27168798446655273,0.08849835395812988,-0.19983690977096558,0.06887871026992798,-0.14268851280212402,A
0.0,0.0,0.09909331798553467,-0.06098449230194092,0.15574771165847778,-0.17130225896835327,0.171350359916687,-0.2763749361038208,0.18886321783065796,-0.35451942682266235,0.09932243824005127,-0.24233394861221313,0.08986109495162964,-0.2989746928215027,0.07047241926193237,-0.22807025909423828,0.06524074077606201,-0.17006748914718628,0.03287351131439209,-0.2363559603691101,0.019842982292175293,-0.28535062074661255,0.019708335399627686,-0.1803203821182251,0.024647951126098633,-0.10660958290100098,-0.024017006158828735,-0.22257936000823975,-0.04513302445411682,-0.26015621423721313,-0.029354482889175415,-0.15924417972564697,-0.016020923852920532,-0.09315824508666992,-0.07790511846542358,-0.20410096645355225,-0.09236624836921692,-0.2489389181137085,-0.077464759349823,-0.18292236328125,-0.05728882551193237,-0.1331750750541687,A
0.0,0.0,-0.09242606163024902,-0.06254738569259644,-0.1522693634033203,-0.17839264869689941,-0.17284661531448364,-0.26943349838256836,-0.1943368911743164,-0.3371349275112152,-0.08978784084320068,-0.23287183046340942,-0.098398357629776,-0.2997075319290161,-0.08566683530807495,-0.22684836387634277,-0.07478451728820801,-0.16148555278778076,-0.027397722005844116,-0.22919869422912598,-0.03213337063789368,-0.2843974828720093,-0.026047050952911377,-0.1906987428665161,-0.021198779344558716,-0.11862319707870483,0.030091524124145508,-0.21660268306732178,0.026559829711914062,-0.25720417499542236,0.01987135410308838,-0.16754931211471558,0.0160178542137146,-0.09784847497940063,0.08569180965423584,-0.2006872296333313,0.08422446250915527,-0.24637293815612793,0.06652307510375977,-0.19002991914749146,0.05401855707168579,-0.1401270031929016,A
0.0,0.0,0.10222825407981873,-0.06519263982772827,0.15705987811088562,-0.1636912226676941,0.17986831068992615,-0.2643975019454956,0.1962229311466217,-0.33911335468292236,0.10834035277366638,-0.23206943273544312,0.10583552718162537,-0.29071658849716187,0.08692130446434021,-0.21503770351409912,0.07849553227424622,-0.15965789556503296,0.045399755239486694,-0.22338402271270752,0.03820052742958069,-0.2802051901817322,0.03989711403846741,-0.18132078647613525,0.04240038990974426,-0.11456865072250366,-0.007724165916442871,-0.2080289125442505,-0.02010747790336609,-0.25457680225372314,-0.0043832361698150635,-0.16342759132385254,0.005185723304748535,-0.10193240642547607,-0.05603897571563721,-0.19381308555603027,-0.06286346912384033,-0.23543184995651245,-0.05281296372413635,-0.18038660287857056,-0.03664490580558777,-0.13584327697753906,A
0.0,0.0,-0.11353039741516113,-0.07712042331695557,-0.16380003094673157,-0.1935591697692871,-0.16755428910255432,-0.2872728109359741,-0.17539745569229126,-0.3659190535545349,-0.0826212465763092,-0.2666691541671753,-0.12847578525543213,-0.3231240510940552,-0.13426366448402405,-0.24897199869155884,-0.1274738609790802,-0.1889074444770813,-0.02422967553138733,-0.2624232769012451,-0.08193215727806091,-0.2964949607849121,-0.07914504408836365,-0.19136643409729004,-0.06128236651420593,-0.12399697303771973,0.036653488874435425,-0.2525293231010437,-0.026255279779434204,-0.2825518846511841,-0.029440224170684814,-0.1747645139694214,-0.012589901685714722,-0.10729384422302246,0.09971478581428528,-0.23407042026519775,0.04177477955818176,-0.27024656534194946,0.024729996919631958,-0.20466846227645874,0.03615829348564148,-0.16193407773971558,A
0.0,0.0,0.0732862651348114,-0.07385259866714478,0.12739750742912292,-0.15846091508865356,0.14526036381721497,-0.23387044668197632,0.14650991559028625,-0.30242210626602173,0.13531872630119324,-0.1962263584136963,0.13291838765144348,-0.2682037949562073,0.1286892592906952,-0.29506778717041016,0.1253717839717865,-0.31167227029800415,0.08756205439567566,-0.19089138507843018,0.0734502375125885,-0.26661455631256104,0.06692132353782654,-0.2644801139831543,0.05941000580787659,-0.25623422861099243,0.03667911887168884,-0.18468457460403442,0.026731550693511963,-0.2493090033531189,0.02938750386238098,-0.24671006202697754,0.030087828636169434,-0.23431897163391113,-0.012291401624679565,-0.17477983236312866,0.002549499273300171,-0.23014825582504272,0.01653227210044861,-0.239224374294281,0.03232911229133606,-0.23978561162948608,A
